TotalPop,Urban,Rural,Districts,Years,TotWasteperday,Organics,Plastics,Inert,Miscellaneous,Paper,Metals,Glass,LeatherRubber,Textiles,Employed,Umemployed,Literate,NotLiterate
83059,43596,39463,Jaman North,2010,39037.73,23813.0153,5465.2822,2342.2638,1951.8865,1951.8865,1171.1319,1171.1319,390.3773,390.3773,30772,14477,16585,42039
108386,45367,63019,Tain,2010,50941.42,31074.2662,7131.7988,3056.4852,2547.071,2547.071,1528.2426,1528.2426,509.4142,509.4142,47151,11071,27697,47326
89739,32950,56789,Wenchi Municipal,2010,42177.33,25728.1713,5904.8262,2530.6398,2108.8665,2108.8665,1265.3199,1265.3199,421.7733,421.7733,35478,13417,22505,39263
206856,123939,82917,Techiman Municipal,2010,97222.32,59305.6152,13611.1248,5833.3392,4861.116,4861.116,2916.6696,2916.6696,972.2232,972.2232,84836,33206,39159,107368
100929,47559,53370,Nkoranza South,2010,47436.63,28936.3443,6641.1282,2846.1978,2371.8315,2371.8315,1423.0989,1423.0989,474.3663,474.3663,42139,12788,22692,45922
65895,12166,53729,Nkoranza North,2010,30970.65,18892.0965,4335.891,1858.239,1548.5325,1548.5325,929.1195,929.1195,309.7065,309.7065,27666,7284,16290,28868
105938,49497,56441,Atebubu Amantin,2010,49790.86,30372.4246,6970.7204,2987.4516,2489.543,2489.543,1493.7258,1493.7258,497.9086,497.9086,41702,14217,31071,39135
118810,14937,103873,Sene,2010,55840.7,34062.827,7817.698,3350.442,2792.035,2792.035,1675.221,1675.221,558.407,558.407,50295,11461,39239,37816
129248,47754,81494,Pru,2010,60746.56,37055.4016,8504.5184,3644.7936,3037.328,3037.328,1822.3968,1822.3968,607.4656,607.4656,47752,19551,41973,42719
81000,7236,73764,Kintampo South,2010,38070,23222.7,5329.8,2284.2,1903.5,1903.5,1142.1,1142.1,380.7,380.7,34226,8678,22671,31882
95480,54212,41268,Kintampo North Municipal,2010,44875.6,27374.116,6282.584,2692.536,2243.78,2243.78,1346.268,1346.268,448.756,448.756,37430,13301,25304,39010
61593,12921,48672,Bole,2010,28948.71,17658.7131,4052.8194,1736.9226,1447.4355,1447.4355,868.4613,868.4613,289.4871,289.4871,24078,8145,23618,16790
99863,13945,85918,Sawla-Tuna-Kalba,2010,46935.61,28630.7221,6570.9854,2816.1366,2346.7805,2346.7805,1408.0683,1408.0683,469.3561,469.3561,38221,9205,42881,19399
84727,27698,57029,West Gonja,2010,39821.69,24291.2309,5575.0366,2389.3014,1991.0845,1991.0845,1194.6507,1194.6507,398.2169,398.2169,29839,13037,33033,21034
87877,17415,70462,Gonja Central,2010,41302.19,25194.3359,5782.3066,2478.1314,2065.1095,2065.1095,1239.0657,1239.0657,413.0219,413.0219,34502,9402,38997,15726
135450,25302,110148,East Gonja,2010,63661.5,38833.515,8912.61,3819.69,3183.075,3183.075,1909.845,1909.845,636.615,636.615,50424,20041,59073,28743
108816,10824,97992,Kpandai,2010,51143.52,31197.5472,7160.0928,3068.6112,2557.176,2557.176,1534.3056,1534.3056,511.4352,511.4352,45731,7417,42696,24596
93464,16712,76752,Nanumba South,2010,43928.08,26796.1288,6149.9312,2635.6848,2196.404,2196.404,1317.8424,1317.8424,439.2808,439.2808,36427,9064,38334,18478
141584,40000,101584,Nanumba North,2010,66544.48,40592.1328,9316.2272,3992.6688,3327.224,3327.224,1996.3344,1996.3344,665.4448,665.4448,47701,20748,56548,28900
123854,31593,92261,Zabzugu Tatali,2010,58211.38,35508.9418,8149.5932,3492.6828,2910.569,2910.569,1746.3414,1746.3414,582.1138,582.1138,50680,11250,51984,25069
199592,59005,140587,Yendi Municipal,2010,93808.24,57223.0264,13133.1536,5628.4944,4690.412,4690.412,2814.2472,2814.2472,938.0824,938.0824,76577,24532,86010,39114
371351,274022,97329,Tamale Metropolis,2010,174534.97,106466.3317,24434.8958,10472.0982,8726.7485,8726.7485,5236.0491,5236.0491,1745.3497,1745.3497,126882,91438,104816,158127
80802,38022,42780,Tamale South,2010,37976.94,23165.9334,5316.7716,2278.6164,1898.847,1898.847,1139.3082,1139.3082,379.7694,379.7694,29167,15862,28776,25977
142450,142450,NAN,Tamale Central,2010,66951.5,40840.415,9373.21,4017.09,3347.575,3347.575,2008.545,2008.545,669.515,669.515,49788,37009,34542,69294
148099,93550,54549,Tamale North,2010,69606.53,42459.9833,9744.9142,4176.3918,3480.3265,3480.3265,2088.1959,2088.1959,696.0653,696.0653,47927,38567,41498,62856
112331,8459,103872,Tolon Kumbugu,2010,52795.57,32205.2977,7391.3798,3167.7342,2639.7785,2639.7785,1583.8671,1583.8671,527.9557,527.9557,46009,10708,51993,18421
139283,55252,84031,Savelugu Nanton,2010,65463.01,39932.4361,9164.8214,3927.7806,3273.1505,3273.1505,1963.8903,1963.8903,654.6301,654.6301,55843,15309,60885,26891
77706,15581,62125,Karaga,2010,36521.82,22278.3102,5113.0548,2191.3092,1826.091,1826.091,1095.6546,1095.6546,365.2182,365.2182,30634,7500,36202,10129
111259,26729,84530,Gushiegu,2010,52291.73,31897.9553,7320.8422,3137.5038,2614.5865,2614.5865,1568.7519,1568.7519,522.9173,522.9173,44873,9815,53005,13522
65706,6209,59497,Saboba,2010,30881.82,18837.9102,4323.4548,1852.9092,1544.091,1544.091,926.4546,926.4546,308.8182,308.8182,24935,5761,24752,14893
53394,7968,45426,Chereponi,2010,25095.18,15308.0598,3513.3252,1505.7108,1254.759,1254.759,752.8554,752.8554,250.9518,250.9518,18289,6124,21952,9198
122591,17304,105287,Bunkpurugu Yonyo,2010,57617.77,35146.8397,8066.4878,3457.0662,2880.8885,2880.8885,1728.5331,1728.5331,576.1777,576.1777,45282,12739,43141,33744
121009,39159,81850,Mamprusi East,2010,56874.23,34693.2803,7962.3922,3412.4538,2843.7115,2843.7115,1706.2269,1706.2269,568.7423,568.7423,44292,13543,49553,24440
168011,44614,123397,Mamprusi West,2010,78965.17,48168.7537,11055.1238,4737.9102,3948.2585,3948.2585,2368.9551,2368.9551,789.6517,789.6517,58440,24627,67911,36446
92991,5955,87036,Builsa,2010,43705.77,26660.5197,6118.8078,2622.3462,2185.2885,2185.2885,1311.1731,1311.1731,437.0577,437.0577,35469,13933,35913,28466
70667,9875,60792,Kasena Nankana West,2010,33213.49,20260.2289,4649.8886,1992.8094,1660.6745,1660.6745,996.4047,996.4047,332.1349,332.1349,28344,10198,25200,25353
109944,29993,79951,Kasena Nankana East,2010,51673.68,31520.9448,7234.3152,3100.4208,2583.684,2583.684,1550.2104,1550.2104,516.7368,516.7368,41653,18098,33662,43313
131550,65549,66001,Bolgatanga Municipal,2010,61828.5,37715.385,8655.99,3709.71,3091.425,3091.425,1854.855,1854.855,618.285,618.285,49964,25966,33664,61443
115020,12918,102102,Talensi Nabdam,2010,54059.4,32976.234,7568.316,3243.564,2702.97,2702.97,1621.782,1621.782,540.594,540.594,45786,13707,45653,32962
84545,5169,79376,Bongo,2010,39736.15,24239.0515,5563.061,2384.169,1986.8075,1986.8075,1192.0845,1192.0845,397.3615,397.3615,31694,10755,29953,27279
94034,8628,85406,Bawku West,2010,44195.98,26959.5478,6187.4372,2651.7588,2209.799,2209.799,1325.8794,1325.8794,441.9598,441.9598,36340,8738,37459,23915
130003,6265,123738,Garu Tempane,2010,61101.41,37271.8601,8554.1974,3666.0846,3055.0705,3055.0705,1833.0423,1833.0423,611.0141,611.0141,47302,12625,50484,33040
217791,75294,142497,Bawku Municipal,2010,102361.77,62440.6797,14330.6478,6141.7062,5118.0885,5118.0885,3070.8531,3070.8531,1023.6177,1023.6177,82013,27760,82689,63648
81348,NAN,81348,Wa West,2010,38233.56,23322.4716,5352.6984,2294.0136,1911.678,1911.678,1147.0068,1147.0068,382.3356,382.3356,28794,10774,33613,19465
107214,71051,36163,Wa Municipal,2010,50390.58,30738.2538,7054.6812,3023.4348,2519.529,2519.529,1511.7174,1511.7174,503.9058,503.9058,33170,31787,27206,51067
72074,NAN,72074,Wa East,2010,33874.78,20663.6158,4742.4692,2032.4868,1693.739,1693.739,1016.2434,1016.2434,338.7478,338.7478,26774,8253,30899,14173
56528,10627,45901,Sissala East,2010,26568.16,16206.5776,3719.5424,1594.0896,1328.408,1328.408,797.0448,797.0448,265.6816,265.6816,22689,7497,22098,15764
94388,NAN,94388,Nadowli,2010,44362.36,27061.0396,6210.7304,2661.7416,2218.118,2218.118,1330.8708,1330.8708,443.6236,443.6236,33804,14995,33816,31325
88402,12716,75686,Jirapa,2010,41548.94,25344.8534,5816.8516,2492.9364,2077.447,2077.447,1246.4682,1246.4682,415.4894,415.4894,31814,12603,32808,26750
49573,NAN,49573,Sissala West,2010,23299.31,14212.5791,3261.9034,1397.9586,1164.9655,1164.9655,698.9793,698.9793,232.9931,232.9931,18489,6002,19231,12799
51654,6869,44785,Lambussie Karni,2010,24277.38,14809.2018,3398.8332,1456.6428,1213.869,1213.869,728.3214,728.3214,242.7738,242.7738,18379,7707,19515,14998
100929,13390,87539,Lawra,2010,47436.63,28936.3443,6641.1282,2846.1978,2371.8315,2371.8315,1423.0989,1423.0989,474.3663,474.3663,39596,13938,37050,33997
